class,org,org_type,pi_first,pi_sur,pclass,status,owner,end,grant,scheme,start,total
Community Art inc A & H,Manchester Metropolitan University,LEAD ORGANISATION,Rebecca,Gordon-Nesbitt,,Closed,AHRC,7/31/2014,Research Grant,Development Grants,2/1/2014,38427.884
Earth Resources,University of Southampton,LEAD ORGANISATION,Damon,Teagle,,Closed,NERC,7/31/2014,Research Grant,Directed (Research Programmes),2/1/2014,36208.296
Energy Efficiency,Northumbria University,LEAD ORGANISATION,Chris,Underwood,Energy,Closed,EPSRC,4/30/2015,Research Grant,Technology Programme,2/1/2014,37415.416
Cognitive Science Appl. in ICT,Aarhus University,PROJECT PARTNER,Thor,Magnusson,,Active,AHRC,4/13/2016,Research Grant,Research Networking,2/1/2014,27814.408
Manufact. Business Strategy,Harbin Institute of Technology,COLLABORATOR,Guoyu,Yu,,Active,STFC,12/31/2016,Research Grant,IPS (FEC),2/1/2014,72078.716
Manufacturing Machine & Plant,Cinetic Landis Ltd (Fives Group),PROJECT PARTNER,David,Walker,,Active,STFC,12/31/2016,Research Grant,IPS (FEC),2/1/2014,281780.33
Cold Atomic Species,University of Southampton,FELLOW,Magnus,Borgh,Atomic & molecular physics,Active,EPSRC,1/31/2017,Fellowship,EPSRC Fellowship,2/1/2014,199381.96
Multiprotein complexes,University of York,LEAD ORGANISATION,Alfred,Antson,,Active,BBSRC,1/31/2017,Research Grant,Responsive Mode,2/1/2014,335364.816
Quantum Optics & Information,The University of Manchester,LEAD ORGANISATION,Richard,Winpenny,"Optics, photonics & lasers",Active,EPSRC,1/31/2017,Research Grant,Standard Research,2/1/2014,595238.192
Biomedical neuroscience,King's College London,LEAD ORGANISATION,Ammar,Al-Chalabi,Medical & health interface,Active,ESRC,1/31/2017,Research Grant,Research Programmes,2/1/2014,254763.032
Analytical Science,Waters Corporation / Micromass U K Ltd,PROJECT PARTNER,Perdita,Barran,"Tools, technologies & methods",Active,BBSRC,1/31/2017,Research Grant,Responsive Mode,2/1/2014,360078.51
Atoms & Ions,CERN,PROJECT PARTNER,Mike,Charlton,Atomic & molecular physics,Active,EPSRC,1/31/2017,Research Grant,Standard Research,2/1/2014,590477.824
Chemical Synthetic Methodology,University College London,LEAD ORGANISATION,Helen,Fielding,,Active,EPSRC,2/28/2017,Research Grant,Standard Research,2/1/2014,774650.3951
Structural Biology,Lancaster University,LEAD ORGANISATION,David,middleton,Biomolecules & biochemistry,Active,BBSRC,4/30/2017,Research Grant,Responsive Mode,2/1/2014,338401.442
Fundamentals of Computing,Monoidics Ltd,PROJECT PARTNER,Ursula,Martin,Info. & commun. Technol.,Active,EPSRC,12/31/2017,Fellowship,EPSRC Fellowship,2/1/2014,1146390.824
Organisational Studies,Scottish Association For Marine Science,FELLOW,Raeanne,Miller,,Closed,NERC,8/2/2014,Fellowship,Knowledge Exchange Fellowships,2/3/2014,13208.2
Rheology,University of Strathclyde,LEAD ORGANISATION,Mónica,Oliveira,Process engineering,Active,EPSRC,8/8/2016,Research Grant,First Grant - Revised 2009,2/3/2014,76378.04
Plant physiology,University of Essex,LEAD ORGANISATION,Tracy,Lawson,,Active,BBSRC,2/2/2017,Research Grant,Responsive Mode,2/3/2014,210407.73
Theoretical biology,Oxitec Ltd,PROJECT PARTNER,Michael,Bonsall,"Tools, technologies & methods",Active,BBSRC,2/2/2017,Research Grant,Responsive Mode,2/3/2014,243464.44
Protein expression,University of Nottingham,LEAD ORGANISATION,Panos,Soultanas,,Active,BBSRC,8/2/2017,Research Grant,Responsive Mode,2/3/2014,303500.288
Land - Atmosphere Interactions,London School of Economics & Pol Sci,LEAD ORGANISATION,Declan,Conway,,Active,NERC,7/31/2016,Research Grant,Directed (RP) - NR1,2/10/2014,286104.872
Biomedical sciences,University of Nottingham,LEAD ORGANISATION,Susan,Francis,Medical & health interface,Active,BBSRC,2/9/2017,Research Grant,Responsive Mode,2/10/2014,437069.856
Materials Synthesis & Growth,University of Warwick,LEAD ORGANISATION,John Vincent,Hanna,Materials sciences,Active,EPSRC,2/9/2017,Research Grant,Standard Research,2/10/2014,32624.696
Biological membranes,University of Strathclyde,LEAD ORGANISATION,Nicholas,Tucker,Biomolecules & biochemistry,Active,BBSRC,2/16/2017,Research Grant,Responsive Mode,2/17/2014,369782.072
Plant cell biology,Rothamsted Research,LEAD ORGANISATION,Frederica,Theodoulou,,Active,BBSRC,9/16/2017,Research Grant,Responsive Mode,2/17/2014,364064.024
Galactic & Interstellar Astron,Keele University,LEAD ORGANISATION,Aneurin,Evans,,Active,STFC,9/23/2016,Research Grant,PATT Travel,2/24/2014,16194.92
Catalysis & enzymology,University of Leicester,LEAD ORGANISATION,Peter,Moody,,Active,BBSRC,2/23/2017,Research Grant,Responsive Mode,2/24/2014,421071.164
Ecosystem Scale Processes,Centre for Env Fisheries Aqua Sci CEFAS,LEAD ORGANISATION,Michaela,Schratzberger,Terrest. & freshwater environ.,Active,NERC,2/23/2018,Research Grant,Directed (Research Programmes),2/24/2014,237868.536
Materials Synthesis & Growth,European Thermodynamics Ltd,PROJECT PARTNER,Robert,Freer,Materials sciences,Active,EPSRC,2/25/2017,Research Grant,Network,2/26/2014,116286.488
Computer Sys. & Architecture,University of Exeter,PROJECT PARTNER,Mike,Ashworth,Info. & commun. Technol.,Closed,NERC,2/27/2015,Research Grant,Directed (RP) - NR1,2/28/2014,72639.84
Data Handling & Storage,University of Edinburgh,LEAD ORGANISATION,Robert,Mann,Astronomy Observation,Closed,STFC,8/31/2015,Research Grant,PATT Travel,2/28/2014,10081
Atoms & Ions,European Organization for Nuclear Research (CERN),COLLABORATOR,William,Bertsche,Atomic & molecular physics,Active,EPSRC,2/27/2017,Research Grant,Standard Research,2/28/2014,259660.36
Biological & Medicinal Chem.,University of Bristol,LEAD ORGANISATION,David,Jane,,Active,BBSRC,2/27/2017,Research Grant,Responsive Mode,2/28/2014,637120.1376
Plant physiology,University of Cambridge,LEAD ORGANISATION,Howard,Griffiths,,Active,BBSRC,2/27/2017,Research Grant,Responsive Mode,2/28/2014,137841.768
Fundamentals of Computing,University of Bath,LEAD ORGANISATION,James,Laird,Info. & commun. Technol.,Active,EPSRC,2/27/2017,Research Grant,Standard Research,2/28/2014,265060.876
Tools for the biosciences,EPSRC,COFUNDER,Yuri,Korchev,"Tools, technologies & methods",Active,BBSRC,3/31/2017,Research Grant,Responsive Mode,2/28/2014,368745.47
Electronic Devices & Subsys.,University of York,LEAD ORGANISATION,Andy,Tyrrell,Info. & commun. Technol.,Active,EPSRC,2/27/2019,Research Grant,Platform Grants,2/28/2014,919336.552
Volcanic Processes,University of Southampton,LEAD ORGANISATION,Damon,Teagle,,Closed,NERC,8/31/2014,Research Grant,Directed (RP) - NR1,3/1/2014,34720.792
Development (Biosciences),University of Edinburgh,LEAD ORGANISATION,Till,Bachmann,,Closed,BBSRC,2/28/2015,Research Grant,Standard Grant,3/1/2014,140653.168
Upper Atmos Process & Geospace,STFC - Laboratories,LEAD ORGANISATION,Brian,Ellison,,Closed,NERC,2/28/2015,Research Grant,Directed (RP) - NR1,3/1/2014,73808.48
Neutrino Physics,Dytecna Ltd,PROJECT PARTNER,Nick,Jelley,Particle physics - experiment,Closed,STFC,8/31/2015,Research Grant,Mini IPS (fEC),3/1/2014,79637.908
Condensed Matter Physics,Brookhaven National Laboratory,COLLABORATOR,Andrew,James,"Supercond, magn. &quant.fluids",Active,EPSRC,2/28/2017,Fellowship,EPSRC Fellowship,3/1/2014,327874.698
Bioenergetics,University of Oxford,LEAD ORGANISATION,Christopher Joseph,Schofield,,Active,BBSRC,2/28/2017,Research Grant,Responsive Mode,3/1/2014,692419.616
Protein expression,University of Dundee,LEAD ORGANISATION,Frank,Sargent,,Active,BBSRC,2/28/2017,Research Grant,Responsive Mode,3/1/2014,399903.9
Structural Biology,King's College London,LEAD ORGANISATION,Rivka,Isaacson,Biomolecules & biochemistry,Active,BBSRC,2/28/2017,Research Grant,Responsive Mode,3/1/2014,333533.824
Catalysis & Applied Catalysis,University of Hull,LEAD ORGANISATION,Carl,Redshaw,Catalysis & surfaces,Active,EPSRC,2/28/2017,Research Grant,Overseas Travel Grants (OTGS),3/1/2014,57205.928
Aerodynamics,University of Surrey,LEAD ORGANISATION,Alan,Robins,Mechanical engineering,Active,EPSRC,2/28/2017,Research Grant,Standard Research,3/1/2014,106248.176
Community Ecology,Cardiff University,LEAD ORGANISATION,Lynne,Boddy,,Active,NERC,2/28/2017,Research Grant,Standard Grant (FEC),3/1/2014,358956.182
Materials Characterisation,Science Made Simple,PROJECT PARTNER,Phil,Buckle,Materials sciences,Active,EPSRC,2/28/2017,Research Grant,Standard Research,3/1/2014,480983.424
Climate & Climate Change,University of Oxford,LEAD ORGANISATION,Laure,Zanna,Climate & climate change,Active,NERC,10/31/2017,Research Grant,Standard Grant (FEC),3/1/2014,312524.186
Materials Processing,University of Bristol,LEAD ORGANISATION,David,Fermin,Materials processing,Active,EPSRC,2/28/2018,Research Grant,Standard Research,3/1/2014,2012696.852
Condensed Matter Physics,University of Southampton,FELLOW,Oscar Joao Campos,Dias,"Supercond, magn. &quant.fluids",Active,STFC,2/28/2019,Fellowship,Ernest Rutherford Fellowship,3/1/2014,354756.88
Medical science & disease,REACH Ethiopia,PROJECT PARTNER,Luis,Cuevas,Medical & health interface,Closed,ESRC,3/2/2015,Research Grant,Knowledge Exchange Opps,3/3/2014,82474.392
Manufacturing Machine & Plant,University of Sheffield,LEAD ORGANISATION,Patrick,Smith,,Active,EPSRC,4/8/2016,Research Grant,Standard Research,3/3/2014,164461.004
Medical science & disease,University Hospital Southampton NHS Foundation Trust,COLLABORATOR,Thompson,Robinson,Medical & health interface,Active,EPSRC,3/2/2017,Research Grant,Standard Research,3/3/2014,321710.898
Cell cycle,Birkbeck College,LEAD ORGANISATION,Carolyn,Moores,,Active,BBSRC,3/2/2017,Research Grant,Responsive Mode,3/3/2014,351253.968
Plant developmental biology,University of Warwick,LEAD ORGANISATION,Richard,Napier,,Active,BBSRC,3/2/2017,Research Grant,Responsive Mode,3/3/2014,363588.942
Light-Matter Interactions,University of Strathclyde,LEAD ORGANISATION,Jan,Sefcik,Atomic & molecular physics,Closed,EPSRC,9/11/2015,Research Grant,Standard Research - NR1,3/12/2014,102107.36
Light-Matter Interactions,Aarhus University,COLLABORATOR,Gabriele,De Chiara,Atomic & molecular physics,Closed,EPSRC,9/13/2015,Research Grant,First Grant - Revised 2009,3/14/2014,98696.924
Plant cell biology,Biotechnology and Biological Sciences Research Council (BBSRC),COLLABORATOR,Alison,Baker,,Active,BBSRC,3/16/2017,Research Grant,Responsive Mode,3/17/2014,403441.176
Materials Synthesis & Growth,University of St Andrews,LEAD ORGANISATION,Ifor,Samuel,Materials sciences,Active,EPSRC,3/16/2017,Research Grant,Standard Research,3/17/2014,328703.288
Systems neuroscience,University of North Carolina,COLLABORATOR,John,Harris,,Active,BBSRC,3/20/2017,Research Grant,Responsive Mode,3/21/2014,38887.232
Theoretical biology,University of York,LEAD ORGANISATION,Susan,Stepney,"Tools, technologies & methods",Closed,BBSRC,6/30/2015,Research Grant,Standard Grant,3/24/2014,140313.944
Phenomenology,University of Cambridge,LEAD ORGANISATION,Alexander,Mitov,Particle physics - theory,Active,STFC,9/30/2017,Research Grant,Standard (FEC),3/26/2014,328329.614
Radiative Processes & Effects,GRAW Radiosondes,PROJECT PARTNER,Zbigniew,Ulanowski,Atmospheric phys. & chemistry,Closed,NERC,6/30/2015,Research Grant,Follow on Fund (FEC),3/28/2014,99023.99
Quantum Optics & Information,University of Warwick,FELLOW,Animesh,Datta,"Optics, photonics & lasers",Closed,EPSRC,1/31/2015,Fellowship,EPSRC Fellowship,3/31/2014,883049.91
Product Design,University of Central Lancashire,LEAD ORGANISATION,David,Binns,,Closed,AHRC,12/31/2015,Research Grant,Follow-on Funding Impact & Eng,3/31/2014,78527.756
Soil science,Smithsonian,COLLABORATOR,Philip Matthew,Haygarth,Terrest. & freshwater environ.,Active,BBSRC,3/30/2017,Research Grant,Responsive Mode,3/31/2014,396608.116
Biochemistry & physiology,University of Glasgow,LEAD ORGANISATION,Neil,Bulleid,,Active,BBSRC,3/30/2017,Research Grant,Responsive Mode,3/31/2014,384686.528
Chemical Biology,University of Edinburgh,LEAD ORGANISATION,Mark,Bradley,,Active,BBSRC,3/30/2017,Research Grant,Responsive Mode,3/31/2014,299260.2
Protein expression,University of Southampton,LEAD ORGANISATION,Joern,Werner,,Active,BBSRC,3/30/2017,Research Grant,Responsive Mode,3/31/2014,620295.328
Stem cell biology,University of Southampton,LEAD ORGANISATION,Richard,Oreffo,,Active,BBSRC,3/30/2017,Research Grant,Responsive Mode,3/31/2014,433137.416
Glacial & Cryospheric Systems,University of Southampton,LEAD ORGANISATION,Paul,Wilson,,Active,NERC,3/30/2017,Research Grant,Standard Grant (FEC),3/31/2014,302189.04
Climate & Climate Change,Lancaster University,LEAD ORGANISATION,Michael,Kosch,Climate & climate change,Active,NERC,3/30/2017,Research Grant,Standard Grant (FEC),3/31/2014,270151.584
Climate & Climate Change,University of Leeds,LEAD ORGANISATION,Andrew,Ross,Climate & climate change,Active,NERC,3/30/2017,Research Grant,Standard Grant (FEC),3/31/2014,293270.358
Tools for the biosciences,University of Hull,LEAD ORGANISATION,Michael,Fagan,"Tools, technologies & methods",Active,NERC,3/30/2017,Research Grant,Standard Grant (FEC),3/31/2014,53398.238
Climate & Climate Change,University of Barcelona,PROJECT PARTNER,Alistair,Pike,Climate & climate change,Active,NERC,3/30/2017,Research Grant,Standard Grant (FEC),3/31/2014,393030.384
Algebra & Geometry,University of Leeds,LEAD ORGANISATION,Alison,Parker,,Active,EPSRC,8/31/2017,Research Grant,Standard Research,3/31/2014,277320.424
Materials Characterisation,University of Glasgow,COLLABORATOR,Sean,Langridge,Materials sciences,Active,EPSRC,9/30/2017,Research Grant,Standard Research,3/31/2014,384576.366
Biological membranes,Pfizer Ltd,COLLABORATOR,Bonnie,Wallace,Biomolecules & biochemistry,Active,BBSRC,3/30/2018,Research Grant,Responsive Mode,3/31/2014,532415.824
Ecosystem Scale Processes,Marine Biological Association,FELLOW,Daniel,Smale,Terrest. & freshwater environ.,Active,NERC,3/30/2019,Fellowship,Research Fellowship,3/31/2014,473171.982
Extra-Galactic Astron.&Cosmol.,University of Edinburgh,LEAD ORGANISATION,Robert,Mann,,Active,STFC,3/30/2019,Research Grant,Urgency Scheme,3/31/2014,214612.4
Stellar Astronomy,University College London,LEAD ORGANISATION,Jay,Farihi,Astronomy Observation,Closed,STFC,6/30/2014,Research Grant,PATT Travel,4/1/2014,1330.69
Materials Characterisation,Queen Mary; University of London,LEAD ORGANISATION,Stephen,Goldup,Materials sciences,Closed,EPSRC,9/30/2014,Research Grant,Standard Research,4/1/2014,250183.512
Civil Engineering Materials,Freight design,PROJECT PARTNER,Robert,Rogerson,Materials processing,Closed,AHRC,10/31/2014,Research Grant,Development Grants,4/1/2014,39600.152
Bioenergy,University of Nottingham,LEAD ORGANISATION,David,Gray,Atomic & molecular physics,Closed,BBSRC,12/31/2014,Research Grant,Small Grants,4/1/2014,29912.002
Remote Sensing & Earth Obs.,e2v technologies plc,COLLABORATOR,David,Hall,,Closed,NERC,3/31/2015,Research Grant,Directed (RP) - NR1,4/1/2014,40869.04
Beyond the Standard Model,School of Physical Sciences,COLLABORATOR,Paul,Soler,Particle physics - experiment,Closed,STFC,3/31/2015,Research Grant,Standard (FEC),4/1/2014,41000
Energy Storage,University of Birmingham,LEAD ORGANISATION,R,Al Dadah,Energy,Closed,EPSRC,3/31/2015,Research Grant,Technology Programme,4/1/2014,98147.2
B Physics/Flavour Physics,University of Liverpool,LEAD ORGANISATION,Themistocles,Bowcock,Particle physics - experiment,Closed,STFC,3/31/2015,Research Grant,Standard (FEC),4/1/2014,52000
B Physics/Flavour Physics,University of Oxford,LEAD ORGANISATION,Richard,Nickerson,Particle physics - experiment,Closed,STFC,3/31/2015,Research Grant,Standard (FEC),4/1/2014,19488
Beyond the Standard Model,The University of Manchester,LEAD ORGANISATION,Stefan,Soldner-Rembold,Particle physics - experiment,Closed,STFC,3/31/2015,Research Grant,Standard (FEC),4/1/2014,69394.072
Beyond the Standard Model,University of Glasgow,LEAD ORGANISATION,David,Britton,Particle physics - experiment,Closed,STFC,3/31/2015,Research Grant,Standard (FEC),4/1/2014,212250
Beyond the Standard Model,University of Liverpool,LEAD ORGANISATION,Philip,Allport,Particle physics - experiment,Closed,STFC,3/31/2015,Research Grant,Standard (FEC),4/1/2014,125004.4
Beyond the Standard Model,University of Oxford,LEAD ORGANISATION,Richard,Nickerson,Particle physics - experiment,Closed,STFC,3/31/2015,Research Grant,Standard (FEC),4/1/2014,188345.32
RF & Microwave Technology,e2v technologies plc,PROJECT PARTNER,Claudio,Paoloni,Info. & commun. Technol.,Closed,STFC,3/31/2015,Research Grant,Mini IPS (fEC),4/1/2014,79558.152
Biochemistry & physiology,Bangor University,LEAD ORGANISATION,Davey,Jones,,Closed,NERC,6/30/2015,Research Grant,Urgency,4/1/2014,51940.35
Radiative Processes & Effects,University of York,LEAD ORGANISATION,Jacqueline,Hamilton,Atmospheric phys. & chemistry,Closed,NERC,9/30/2015,Research Grant,Standard Grant (FEC),4/1/2014,147745.34
Beyond the Standard Model,University of Sussex,LEAD ORGANISATION,Philip,Harris,Particle physics - experiment,Closed,STFC,9/30/2015,Research Grant,Standard (FEC),4/1/2014,12129.86
Mathematical Aspects of OR,Lawrence Berkeley National Laboratory,PROJECT PARTNER,Simon,Tett,,Active,NERC,1/15/2016,Research Grant,Directed (RP) - NR1,4/1/2014,151159.968
Manufacturing Machine & Plant,University of Nottingham,LEAD ORGANISATION,Adam,Clare,,Active,EPSRC,3/31/2016,Research Grant,Standard Research,4/1/2014,115901.792
Extra-Galactic Astron.&Cosmol.,The University of Manchester,LEAD ORGANISATION,Gary,Fuller,,Active,STFC,3/31/2016,Research Grant,Urgency Scheme,4/1/2014,632074
Optical Devices & Subsystems,Cardiff University,LEAD ORGANISATION,Giampaolo,Pisano,Electrical engineering,Active,STFC,3/31/2016,Research Grant,Urgency Scheme,4/1/2014,60952.776
Extra Solar Planets,University of Edinburgh,LEAD ORGANISATION,Philip,Best,Planetary science,Active,STFC,3/31/2016,Research Grant,PATT Travel,4/1/2014,20243.64
Glacial & Cryospheric Systems,University of Southampton,LEAD ORGANISATION,Jane,Hart,,Active,NERC,8/31/2016,Research Grant,Directed (RP) - NR1,4/1/2014,143525.544
Agricultural systems,The Scottish Government,COFUNDER,Alwyn Hugh,Mortimer,,Active,BBSRC,3/31/2017,Research Grant,Standard Grant,4/1/2014,269409.52
Agricultural systems,The Scottish Government,COFUNDER,David,Hall,,Active,BBSRC,3/31/2017,Research Grant,Standard Grant,4/1/2014,86503.274
Chemical Biology,University of Sheffield,LEAD ORGANISATION,J,Green,,Active,BBSRC,3/31/2017,Research Grant,Responsive Mode,4/1/2014,281206.67
Proteomics,University of Liverpool,LEAD ORGANISATION,Claire,Eyers,,Active,BBSRC,3/31/2017,Research Grant,Responsive Mode,4/1/2014,392144.672
Earth & environmental,NERC Centre for Ecology and Hydrology,LEAD ORGANISATION,Stephen,Cavers,,Active,BBSRC,3/31/2017,Research Grant,Standard Grant,4/1/2014,269535.064
Fundamentals of Computing,University of Edinburgh,LEAD ORGANISATION,Jacques,Fleuriot,Info. & commun. Technol.,Active,EPSRC,3/31/2017,Research Grant,Standard Research,4/1/2014,522807.672
Computational Methods & Tools,King's College London,LEAD ORGANISATION,Eugene,Lim,,Active,STFC,3/31/2017,Research Grant,Standard (FEC) - NoFR,4/1/2014,43210.12
Accelerator R&D,University of Liverpool,LEAD ORGANISATION,Stephen,Maxfield,Facility Deevelopment,Active,STFC,3/31/2017,Research Grant,PPRP,4/1/2014,555926.194
